child,parent
ORPHA:1375,ORPHA:557493
ORPHA:137577,ORPHA:377793
ORPHA:137577,ORPHA:557493
ORPHA:137583,ORPHA:377788
ORPHA:137583,ORPHA:557493
ORPHA:137593,ORPHA:377788
ORPHA:137593,ORPHA:557493
ORPHA:137596,ORPHA:377788
ORPHA:137596,ORPHA:557493
ORPHA:137599,ORPHA:377788
ORPHA:137599,ORPHA:557493
ORPHA:137602,ORPHA:377788
ORPHA:137602,ORPHA:557493
ORPHA:137605,ORPHA:377789
ORPHA:137605,ORPHA:557493
ORPHA:137608,ORPHA:557494
ORPHA:137617,ORPHA:377788
ORPHA:137617,ORPHA:557493
ORPHA:137622,ORPHA:377789
ORPHA:137622,ORPHA:557493
ORPHA:137625,ORPHA:377788
ORPHA:137625,ORPHA:557493
ORPHA:137628,ORPHA:377789
ORPHA:137628,ORPHA:557493
ORPHA:137631,ORPHA:377788
ORPHA:137631,ORPHA:557493
ORPHA:137634,ORPHA:377789
ORPHA:137634,ORPHA:557493
ORPHA:137639,ORPHA:557494
ORPHA:137646,ORPHA:410298
ORPHA:137667,ORPHA:211240
ORPHA:137667,ORPHA:211266
ORPHA:137667,ORPHA:506222
ORPHA:137667,ORPHA:536391
ORPHA:137667,ORPHA:557492
ORPHA:137667,ORPHA:715466
ORPHA:137672,ORPHA:377788
ORPHA:137672,ORPHA:557493
ORPHA:137675,ORPHA:377788
ORPHA:137675,ORPHA:557493
ORPHA:137678,ORPHA:377788
ORPHA:137678,ORPHA:557493
ORPHA:137681,ORPHA:377788
ORPHA:137681,ORPHA:557493
ORPHA:137686,ORPHA:377788
ORPHA:137686,ORPHA:557493
ORPHA:137698,ORPHA:377793
ORPHA:137698,ORPHA:557493
ORPHA:1377,ORPHA:377789
ORPHA:1377,ORPHA:557493
ORPHA:137754,ORPHA:377788
ORPHA:137754,ORPHA:557493
ORPHA:137776,ORPHA:377789
ORPHA:137776,ORPHA:557493
ORPHA:137783,ORPHA:377789
ORPHA:137783,ORPHA:557493
ORPHA:137807,ORPHA:557492
ORPHA:137807,ORPHA:79381
ORPHA:137810,ORPHA:377788
ORPHA:137810,ORPHA:557493
ORPHA:137814,ORPHA:377788
ORPHA:137814,ORPHA:557493
ORPHA:137817,ORPHA:377788
ORPHA:137817,ORPHA:557493
ORPHA:137820,ORPHA:377788
ORPHA:137820,ORPHA:557493
ORPHA:137831,ORPHA:377788
ORPHA:137831,ORPHA:557493
ORPHA:137834,ORPHA:377788
ORPHA:137834,ORPHA:557493
ORPHA:137839,ORPHA:377788
ORPHA:137839,ORPHA:557493
ORPHA:137867,ORPHA:377788
ORPHA:137867,ORPHA:557493
ORPHA:137888,ORPHA:377789
ORPHA:137888,ORPHA:557493
ORPHA:137893,ORPHA:557494
ORPHA:137898,ORPHA:377788
ORPHA:137898,ORPHA:557493
ORPHA:137905,ORPHA:183557
ORPHA:137905,ORPHA:519351
ORPHA:137905,ORPHA:522512
ORPHA:137905,ORPHA:557492
ORPHA:137905,ORPHA:98553
ORPHA:137908,ORPHA:377788
ORPHA:137908,ORPHA:557493
ORPHA:137914,ORPHA:377791
ORPHA:137914,ORPHA:557493
ORPHA:137917,ORPHA:557494
ORPHA:137920,ORPHA:557494
ORPHA:137926,ORPHA:377789
ORPHA:137926,ORPHA:557493
ORPHA:137929,ORPHA:377788
ORPHA:137929,ORPHA:557493
ORPHA:137932,ORPHA:377789
ORPHA:137932,ORPHA:557493
ORPHA:137935,ORPHA:377788
ORPHA:137935,ORPHA:557493
ORPHA:137959,ORPHA:410298
ORPHA:137988,ORPHA:410298
ORPHA:138,ORPHA:377789
ORPHA:138,ORPHA:557493
ORPHA:1380,ORPHA:377789
ORPHA:1380,ORPHA:557493
ORPHA:138041,ORPHA:138044
ORPHA:138041,ORPHA:363294
ORPHA:138041,ORPHA:557492
ORPHA:138044,ORPHA:156237
ORPHA:138044,ORPHA:557492
ORPHA:138047,ORPHA:138044
ORPHA:138047,ORPHA:363294
ORPHA:138047,ORPHA:557492
ORPHA:138050,ORPHA:138044
ORPHA:138050,ORPHA:363294
ORPHA:138050,ORPHA:557492
ORPHA:138055,ORPHA:138044
ORPHA:138055,ORPHA:363294
ORPHA:138055,ORPHA:557492
ORPHA:138059,ORPHA:138044
ORPHA:138059,ORPHA:557492
ORPHA:138233,ORPHA:410298
ORPHA:1383,ORPHA:377789
ORPHA:1383,ORPHA:557493
ORPHA:138359,ORPHA:410298
ORPHA:138361,ORPHA:410298
ORPHA:138366,ORPHA:410298
ORPHA:138376,ORPHA:410298
ORPHA:138383,ORPHA:410298
ORPHA:138386,ORPHA:410298
ORPHA:138447,ORPHA:410298
ORPHA:138451,ORPHA:410298
ORPHA:138457,ORPHA:410299
ORPHA:138462,ORPHA:410298
ORPHA:138467,ORPHA:410298
ORPHA:138472,ORPHA:410298
ORPHA:138475,ORPHA:410298
ORPHA:138480,ORPHA:410298
ORPHA:138486,ORPHA:410298
ORPHA:138499,ORPHA:410298
ORPHA:138503,ORPHA:410298
ORPHA:138509,ORPHA:410298
ORPHA:138514,ORPHA:410298
ORPHA:138516,ORPHA:410298
ORPHA:138518,ORPHA:410298
ORPHA:138523,ORPHA:410298
ORPHA:138526,ORPHA:410298
ORPHA:138530,ORPHA:410298
ORPHA:138533,ORPHA:410298
ORPHA:138543,ORPHA:410298
ORPHA:138557,ORPHA:410298
ORPHA:138561,ORPHA:410298
ORPHA:138568,ORPHA:410298
ORPHA:138570,ORPHA:410298
ORPHA:138575,ORPHA:410298
ORPHA:138578,ORPHA:410298
ORPHA:138583,ORPHA:410298
ORPHA:138671,ORPHA:410298
ORPHA:138681,ORPHA:410298
ORPHA:138689,ORPHA:410298
ORPHA:1387,ORPHA:377789
ORPHA:1387,ORPHA:557493
ORPHA:138702,ORPHA:410298
ORPHA:138706,ORPHA:410298
ORPHA:138711,ORPHA:410299
ORPHA:138719,ORPHA:410298
ORPHA:138722,ORPHA:410298
ORPHA:138728,ORPHA:410298
ORPHA:138732,ORPHA:410298
ORPHA:138742,ORPHA:410299
ORPHA:1388,ORPHA:377789
ORPHA:1388,ORPHA:557493
ORPHA:138820,ORPHA:410298
ORPHA:138829,ORPHA:410298
ORPHA:138831,ORPHA:410298
ORPHA:138843,ORPHA:410298
ORPHA:138847,ORPHA:410298
ORPHA:138851,ORPHA:410298
ORPHA:138895,ORPHA:410299
ORPHA:1389,ORPHA:377789
ORPHA:1389,ORPHA:557493
ORPHA:138900,ORPHA:410299
ORPHA:138902,ORPHA:410299
ORPHA:138906,ORPHA:410299
ORPHA:139,ORPHA:377788
ORPHA:139,ORPHA:557493
ORPHA:1390,ORPHA:377789
ORPHA:1390,ORPHA:557493
ORPHA:139009,ORPHA:183530
ORPHA:139009,ORPHA:557492
ORPHA:139009,ORPHA:93890
ORPHA:139012,ORPHA:557492
ORPHA:139012,ORPHA:93890
ORPHA:139021,ORPHA:557492
ORPHA:139021,ORPHA:93890
ORPHA:139024,ORPHA:557492
ORPHA:139024,ORPHA:93890
ORPHA:139027,ORPHA:183530
ORPHA:139027,ORPHA:557492
ORPHA:139027,ORPHA:93890
ORPHA:139030,ORPHA:183530
ORPHA:139030,ORPHA:557492
ORPHA:139030,ORPHA:93890
ORPHA:139033,ORPHA:557492
ORPHA:139033,ORPHA:93890
ORPHA:139036,ORPHA:557492
ORPHA:139036,ORPHA:93890
ORPHA:139039,ORPHA:156237
ORPHA:139039,ORPHA:557492
ORPHA:139042,ORPHA:557492
ORPHA:139042,ORPHA:93890
ORPHA:139042,ORPHA:98026
ORPHA:139106,ORPHA:410298
ORPHA:139109,ORPHA:410298
ORPHA:139142,ORPHA:410298
ORPHA:139145,ORPHA:410298
ORPHA:139150,ORPHA:410298
ORPHA:139158,ORPHA:410298
ORPHA:139163,ORPHA:410298
ORPHA:139165,ORPHA:410298
ORPHA:139168,ORPHA:410298
ORPHA:139173,ORPHA:410298
ORPHA:139176,ORPHA:410298
ORPHA:139178,ORPHA:410298
ORPHA:139184,ORPHA:410298
ORPHA:139187,ORPHA:410298
ORPHA:139189,ORPHA:410298
ORPHA:139193,ORPHA:410298
ORPHA:139197,ORPHA:410298
ORPHA:139199,ORPHA:410298
ORPHA:139217,ORPHA:410298
ORPHA:1393,ORPHA:377789
ORPHA:1393,ORPHA:557493
ORPHA:139390,ORPHA:1531
ORPHA:139390,ORPHA:557492
ORPHA:139393,ORPHA:1531
ORPHA:139393,ORPHA:557492
ORPHA:139396,ORPHA:557494
ORPHA:139399,ORPHA:557494
ORPHA:1394,ORPHA:377789
ORPHA:1394,ORPHA:557493
ORPHA:139402,ORPHA:377788
ORPHA:139402,ORPHA:557493
ORPHA:139406,ORPHA:377788
ORPHA:139406,ORPHA:557493
ORPHA:139411,ORPHA:377788
ORPHA:139411,ORPHA:557493
ORPHA:139414,ORPHA:377788
ORPHA:139414,ORPHA:557493
ORPHA:139417,ORPHA:377788
ORPHA:139417,ORPHA:557493
ORPHA:139423,ORPHA:557494
ORPHA:139426,ORPHA:377788
ORPHA:139426,ORPHA:557493
ORPHA:139431,ORPHA:377788
ORPHA:139431,ORPHA:557493
ORPHA:139436,ORPHA:377788
ORPHA:139436,ORPHA:557493
ORPHA:139441,ORPHA:377788
ORPHA:139441,ORPHA:557493
ORPHA:139444,ORPHA:377788
ORPHA:139444,ORPHA:557493
ORPHA:139447,ORPHA:377788
ORPHA:139447,ORPHA:557493
ORPHA:139450,ORPHA:377789
ORPHA:139450,ORPHA:557493
ORPHA:139455,ORPHA:377788
ORPHA:139455,ORPHA:557493
ORPHA:139466,ORPHA:377789
ORPHA:139466,ORPHA:557493
ORPHA:139471,ORPHA:377789
ORPHA:139471,ORPHA:557493
ORPHA:139474,ORPHA:377789
ORPHA:139474,ORPHA:557493
ORPHA:139480,ORPHA:377788
ORPHA:139480,ORPHA:557493
ORPHA:139485,ORPHA:377788
ORPHA:139485,ORPHA:557493
ORPHA:139507,ORPHA:377788
ORPHA:139507,ORPHA:557493
ORPHA:139512,ORPHA:377788
ORPHA:139512,ORPHA:557493
ORPHA:139515,ORPHA:377788
ORPHA:139515,ORPHA:557493
ORPHA:139518,ORPHA:377788
ORPHA:139518,ORPHA:557493
ORPHA:139525,ORPHA:377788
ORPHA:139525,ORPHA:557493
ORPHA:139536,ORPHA:377788
ORPHA:139536,ORPHA:557493
ORPHA:139547,ORPHA:377788
ORPHA:139547,ORPHA:557493
ORPHA:139552,ORPHA:377788
ORPHA:139552,ORPHA:557493
ORPHA:139557,ORPHA:377788
ORPHA:139557,ORPHA:557493
ORPHA:139564,ORPHA:377788
ORPHA:139564,ORPHA:557493
ORPHA:139573,ORPHA:377788
ORPHA:139573,ORPHA:557493
ORPHA:139578,ORPHA:377788
ORPHA:139578,ORPHA:557493
ORPHA:139583,ORPHA:377788
ORPHA:139583,ORPHA:557493
ORPHA:139589,ORPHA:377788
ORPHA:139589,ORPHA:557493
ORPHA:1397,ORPHA:377789
ORPHA:1397,ORPHA:557493
ORPHA:139778,ORPHA:410298
ORPHA:139780,ORPHA:410298
ORPHA:139795,ORPHA:410297
ORPHA:1398,ORPHA:377791
ORPHA:1398,ORPHA:557493
ORPHA:139802,ORPHA:410298
ORPHA:139855,ORPHA:410298
ORPHA:1399,ORPHA:377789
ORPHA:1399,ORPHA:557493
ORPHA:139906,ORPHA:410298
ORPHA:14,ORPHA:377788
ORPHA:14,ORPHA:557493
ORPHA:140,ORPHA:377789
ORPHA:140,ORPHA:557493
ORPHA:140036,ORPHA:410298
ORPHA:140041,ORPHA:410298
ORPHA:140044,ORPHA:410298
ORPHA:140047,ORPHA:410298
ORPHA:140050,ORPHA:410298
ORPHA:140053,ORPHA:410298
ORPHA:140058,ORPHA:410298
ORPHA:140067,ORPHA:410298
ORPHA:140069,ORPHA:410298
ORPHA:140074,ORPHA:410298
ORPHA:1401,ORPHA:377789
ORPHA:1401,ORPHA:557493
ORPHA:140162,ORPHA:250908
ORPHA:140162,ORPHA:557492
ORPHA:140162,ORPHA:98053
ORPHA:140286,ORPHA:377788
ORPHA:140286,ORPHA:557493
ORPHA:140436,ORPHA:377788
ORPHA:140436,ORPHA:557493
ORPHA:140453,ORPHA:476116
ORPHA:140453,ORPHA:557492
ORPHA:140456,ORPHA:476109
ORPHA:140456,ORPHA:557492
ORPHA:140459,ORPHA:476116
ORPHA:140459,ORPHA:557492
ORPHA:140465,ORPHA:53739
ORPHA:140465,ORPHA:557492
ORPHA:140468,ORPHA:53739
ORPHA:140468,ORPHA:557492
ORPHA:140471,ORPHA:557492
ORPHA:140471,ORPHA:98497
ORPHA:140474,ORPHA:140471
ORPHA:140474,ORPHA:557492
ORPHA:140477,ORPHA:140471
ORPHA:140477,ORPHA:557492
ORPHA:140481,ORPHA:377788
ORPHA:140481,ORPHA:557493
ORPHA:140514,ORPHA:410299
ORPHA:140526,ORPHA:410298
ORPHA:140541,ORPHA:410298
ORPHA:140560,ORPHA:410298
ORPHA:140567,ORPHA:410298
ORPHA:1406,ORPHA:377789
ORPHA:1406,ORPHA:557493
ORPHA:140653,ORPHA:520814
ORPHA:140653,ORPHA:557492
ORPHA:140874,ORPHA:519341
ORPHA:140874,ORPHA:522506
ORPHA:140874,ORPHA:557492
ORPHA:140874,ORPHA:98095
ORPHA:140896,ORPHA:377788
ORPHA:140896,ORPHA:557493
ORPHA:140905,ORPHA:377788
ORPHA:140905,ORPHA:557493
ORPHA:140908,ORPHA:557494
ORPHA:140917,ORPHA:377789
ORPHA:140917,ORPHA:557493
ORPHA:140922,ORPHA:377788
ORPHA:140922,ORPHA:557493
ORPHA:140927,ORPHA:377788
ORPHA:140927,ORPHA:557493
ORPHA:140933,ORPHA:377788
ORPHA:140933,ORPHA:557493
ORPHA:140936,ORPHA:377789
ORPHA:140936,ORPHA:557493
ORPHA:140941,ORPHA:377788
ORPHA:140941,ORPHA:557493
ORPHA:140944,ORPHA:377789
ORPHA:140944,ORPHA:557493
ORPHA:140949,ORPHA:377793
ORPHA:140949,ORPHA:557493
ORPHA:140952,ORPHA:377789
ORPHA:140952,ORPHA:557493
ORPHA:140957,ORPHA:377788
ORPHA:140957,ORPHA:557493
ORPHA:140963,ORPHA:377789
ORPHA:140963,ORPHA:557493
ORPHA:140966,ORPHA:377788
ORPHA:140966,ORPHA:557493
ORPHA:140969,ORPHA:377788
ORPHA:140969,ORPHA:557493
ORPHA:140976,ORPHA:377788
ORPHA:140976,ORPHA:557493
ORPHA:140989,ORPHA:377788
ORPHA:140989,ORPHA:557493
ORPHA:140997,ORPHA:139036
ORPHA:140997,ORPHA:156215
ORPHA:140997,ORPHA:156237
ORPHA:140997,ORPHA:183576
ORPHA:140997,ORPHA:294959
ORPHA:140997,ORPHA:557492
ORPHA:140997,ORPHA:93453
ORPHA:141,ORPHA:377788
ORPHA:141,ORPHA:557493
ORPHA:1410,ORPHA:377788
ORPHA:1410,ORPHA:557493
ORPHA:141000,ORPHA:377789
ORPHA:141000,ORPHA:557493
ORPHA:141007,ORPHA:377789
ORPHA:141007,ORPHA:557493
ORPHA:141013,ORPHA:377791
ORPHA:141013,ORPHA:557493
ORPHA:141022,ORPHA:377791
ORPHA:141022,ORPHA:557493
ORPHA:141030,ORPHA:377791
ORPHA:141030,ORPHA:557493
ORPHA:141037,ORPHA:377791
ORPHA:141037,ORPHA:557493
ORPHA:141046,ORPHA:377791
ORPHA:141046,ORPHA:557493
ORPHA:141051,ORPHA:377791
ORPHA:141051,ORPHA:557493
ORPHA:141061,ORPHA:377791
ORPHA:141061,ORPHA:557493
ORPHA:141064,ORPHA:377791
ORPHA:141064,ORPHA:557493
ORPHA:141067,ORPHA:377791
ORPHA:141067,ORPHA:557493
ORPHA:141071,ORPHA:377791
ORPHA:141071,ORPHA:557493
ORPHA:141074,ORPHA:377791
ORPHA:141074,ORPHA:557493
ORPHA:141077,ORPHA:557494
ORPHA:141083,ORPHA:377791
ORPHA:141083,ORPHA:557493
ORPHA:141091,ORPHA:377789
ORPHA:141091,ORPHA:557493
ORPHA:141096,ORPHA:377789
ORPHA:141096,ORPHA:557493
ORPHA:141099,ORPHA:377789
ORPHA:141099,ORPHA:557493
ORPHA:141103,ORPHA:377791
ORPHA:141103,ORPHA:557493
ORPHA:141107,ORPHA:557494
ORPHA:141112,ORPHA:377788
ORPHA:141112,ORPHA:557493
ORPHA:141115,ORPHA:377788
ORPHA:141115,ORPHA:557493
ORPHA:141118,ORPHA:557494
ORPHA:141121,ORPHA:377789
ORPHA:141121,ORPHA:557493
ORPHA:141124,ORPHA:377791
ORPHA:141124,ORPHA:557493
ORPHA:141127,ORPHA:377791
ORPHA:141127,ORPHA:557493
ORPHA:141132,ORPHA:377789
ORPHA:141132,ORPHA:557493
ORPHA:141145,ORPHA:377789
ORPHA:141145,ORPHA:557493
ORPHA:141148,ORPHA:377789
ORPHA:141148,ORPHA:557493
ORPHA:141152,ORPHA:377791
ORPHA:141152,ORPHA:557493
ORPHA:141163,ORPHA:377789
ORPHA:141163,ORPHA:557493
ORPHA:141179,ORPHA:377788
ORPHA:141179,ORPHA:557493
ORPHA:141184,ORPHA:377788
ORPHA:141184,ORPHA:557493
ORPHA:141189,ORPHA:377789
ORPHA:141189,ORPHA:557493
ORPHA:1412,ORPHA:377789
ORPHA:1412,ORPHA:557493
ORPHA:141209,ORPHA:377789
ORPHA:141209,ORPHA:557493
ORPHA:141214,ORPHA:377789
ORPHA:141214,ORPHA:557493
ORPHA:141219,ORPHA:377791
ORPHA:141219,ORPHA:557493
ORPHA:141229,ORPHA:155832
ORPHA:141229,ORPHA:557492
ORPHA:141229,ORPHA:68329
ORPHA:141234,ORPHA:141229
ORPHA:141234,ORPHA:557492
ORPHA:141239,ORPHA:377791
ORPHA:141239,ORPHA:557493
ORPHA:141242,ORPHA:377791
ORPHA:141242,ORPHA:557493
ORPHA:141253,ORPHA:141229
ORPHA:141253,ORPHA:557492
ORPHA:141258,ORPHA:377791
ORPHA:141258,ORPHA:557493
ORPHA:141261,ORPHA:377791
ORPHA:141261,ORPHA:557493
ORPHA:141265,ORPHA:377791
ORPHA:141265,ORPHA:557493
ORPHA:141269,ORPHA:141229
ORPHA:141269,ORPHA:414726
ORPHA:141269,ORPHA:557492
ORPHA:141276,ORPHA:377791
ORPHA:141276,ORPHA:557493
ORPHA:141288,ORPHA:377791
ORPHA:141288,ORPHA:557493
ORPHA:141291,ORPHA:377791
ORPHA:141291,ORPHA:557493
ORPHA:141333,ORPHA:377788
ORPHA:141333,ORPHA:557493
ORPHA:1414,ORPHA:377788
ORPHA:1414,ORPHA:557493
ORPHA:1415,ORPHA:377789
ORPHA:1415,ORPHA:557493
ORPHA:1416,ORPHA:377788
ORPHA:1416,ORPHA:557493
ORPHA:142,ORPHA:377788
ORPHA:142,ORPHA:557493
ORPHA:1422,ORPHA:377789
ORPHA:1422,ORPHA:557493
ORPHA:1423,ORPHA:377789
ORPHA:1423,ORPHA:557493
ORPHA:1425,ORPHA:377789
ORPHA:1425,ORPHA:557493
ORPHA:1426,ORPHA:377788
ORPHA:1426,ORPHA:557493
ORPHA:1427,ORPHA:377788
ORPHA:1427,ORPHA:557493
ORPHA:1429,ORPHA:377788
ORPHA:1429,ORPHA:557493
ORPHA:143,ORPHA:377788
ORPHA:143,ORPHA:557493
ORPHA:1431,ORPHA:200037
ORPHA:1431,ORPHA:557492
ORPHA:1433,ORPHA:377789
ORPHA:1433,ORPHA:557493
ORPHA:1435,ORPHA:377789
ORPHA:1435,ORPHA:557493
ORPHA:1436,ORPHA:377789
ORPHA:1436,ORPHA:557493
ORPHA:1437,ORPHA:377789
ORPHA:1437,ORPHA:557493
ORPHA:1438,ORPHA:377789
ORPHA:1438,ORPHA:557493
ORPHA:1439,ORPHA:377789
ORPHA:1439,ORPHA:557493
ORPHA:144,ORPHA:377788
ORPHA:144,ORPHA:557493
ORPHA:1440,ORPHA:377789
ORPHA:1440,ORPHA:557493
ORPHA:1441,ORPHA:377789
ORPHA:1441,ORPHA:557493
ORPHA:1442,ORPHA:377789
ORPHA:1442,ORPHA:557493
ORPHA:1443,ORPHA:377789
ORPHA:1443,ORPHA:557493
ORPHA:1444,ORPHA:377789
ORPHA:1444,ORPHA:557493
ORPHA:1445,ORPHA:377789
ORPHA:1445,ORPHA:557493
ORPHA:1446,ORPHA:377789
ORPHA:1446,ORPHA:557493
ORPHA:1447,ORPHA:377789
ORPHA:1447,ORPHA:557493
ORPHA:1448,ORPHA:377789
ORPHA:1448,ORPHA:557493
ORPHA:1449,ORPHA:377789
ORPHA:1449,ORPHA:557493
ORPHA:145,ORPHA:377788
ORPHA:145,ORPHA:557493
ORPHA:1450,ORPHA:377789
ORPHA:1450,ORPHA:557493
ORPHA:1451,ORPHA:377788
ORPHA:1451,ORPHA:557493
ORPHA:1452,ORPHA:377789
ORPHA:1452,ORPHA:557493
ORPHA:1453,ORPHA:377789
ORPHA:1453,ORPHA:557493
ORPHA:1454,ORPHA:377788
ORPHA:1454,ORPHA:557493
ORPHA:1456,ORPHA:377791
ORPHA:1456,ORPHA:557493
ORPHA:1457,ORPHA:377791
ORPHA:1457,ORPHA:557493
ORPHA:1458,ORPHA:377789
ORPHA:1458,ORPHA:557493
ORPHA:1459,ORPHA:377788
ORPHA:1459,ORPHA:557493
ORPHA:146,ORPHA:377788
ORPHA:146,ORPHA:557493
ORPHA:1460,ORPHA:377788
ORPHA:1460,ORPHA:557493
ORPHA:1461,ORPHA:377791
ORPHA:1461,ORPHA:557493
ORPHA:1463,ORPHA:557492
ORPHA:1463,ORPHA:98727
ORPHA:1464,ORPHA:377791
ORPHA:1464,ORPHA:557493
ORPHA:1465,ORPHA:377789
ORPHA:1465,ORPHA:557493
ORPHA:1466,ORPHA:557494
ORPHA:1467,ORPHA:377788
ORPHA:1467,ORPHA:557493
ORPHA:147,ORPHA:377788
ORPHA:147,ORPHA:557493
ORPHA:1471,ORPHA:377789
ORPHA:1471,ORPHA:557493
ORPHA:1473,ORPHA:377789
ORPHA:1473,ORPHA:557493
ORPHA:1475,ORPHA:377789
ORPHA:1475,ORPHA:557493
ORPHA:1478,ORPHA:377791
ORPHA:1478,ORPHA:557493
ORPHA:1479,ORPHA:377789
ORPHA:1479,ORPHA:557493
ORPHA:148,ORPHA:557492
ORPHA:148,ORPHA:79163
ORPHA:148,ORPHA:79217
ORPHA:148,ORPHA:79387
ORPHA:1482,ORPHA:377788
ORPHA:1482,ORPHA:557493
ORPHA:1484,ORPHA:377789
ORPHA:1484,ORPHA:557493
ORPHA:1485,ORPHA:377789
ORPHA:1485,ORPHA:557493
ORPHA:1486,ORPHA:377789
ORPHA:1486,ORPHA:557493
ORPHA:1487,ORPHA:377789
ORPHA:1487,ORPHA:557493
ORPHA:1488,ORPHA:377789
ORPHA:1488,ORPHA:557493
ORPHA:1489,ORPHA:377788
ORPHA:1489,ORPHA:557493
ORPHA:1490,ORPHA:377789
ORPHA:1490,ORPHA:557493
ORPHA:1493,ORPHA:377789
ORPHA:1493,ORPHA:557493
ORPHA:1495,ORPHA:377789
ORPHA:1495,ORPHA:557493
ORPHA:1496,ORPHA:377788
ORPHA:1496,ORPHA:557493
ORPHA:1497,ORPHA:557494
ORPHA:15,ORPHA:377788
ORPHA:15,ORPHA:557493
ORPHA:150,ORPHA:377788
ORPHA:150,ORPHA:557493
ORPHA:1501,ORPHA:377788
ORPHA:1501,ORPHA:557493
ORPHA:1505,ORPHA:182108
ORPHA:1505,ORPHA:557492
ORPHA:1505,ORPHA:93426
ORPHA:1506,ORPHA:377789
ORPHA:1506,ORPHA:557493
ORPHA:1507,ORPHA:557494
ORPHA:1508,ORPHA:377789
ORPHA:1508,ORPHA:557493
ORPHA:1509,ORPHA:377788
ORPHA:1509,ORPHA:557493
ORPHA:1512,ORPHA:377789
ORPHA:1512,ORPHA:557493
ORPHA:1513,ORPHA:377789
ORPHA:1513,ORPHA:557493
ORPHA:1514,ORPHA:377789
ORPHA:1514,ORPHA:557493
ORPHA:1515,ORPHA:377789
ORPHA:1515,ORPHA:557493
ORPHA:1516,ORPHA:377789
ORPHA:1516,ORPHA:557493
ORPHA:1517,ORPHA:377789
ORPHA:1517,ORPHA:557493
ORPHA:1519,ORPHA:377789
ORPHA:1519,ORPHA:557493
ORPHA:1520,ORPHA:377789
ORPHA:1520,ORPHA:557493
ORPHA:1521,ORPHA:377789
ORPHA:1521,ORPHA:557493
ORPHA:1522,ORPHA:377789
ORPHA:1522,ORPHA:557493
ORPHA:1524,ORPHA:377789
ORPHA:1524,ORPHA:557493
ORPHA:1525,ORPHA:377789
ORPHA:1525,ORPHA:557493
ORPHA:1527,ORPHA:377789
ORPHA:1527,ORPHA:557493
ORPHA:1528,ORPHA:377789
ORPHA:1528,ORPHA:557493
ORPHA:1529,ORPHA:377789
ORPHA:1529,ORPHA:557493
ORPHA:1531,ORPHA:183542
ORPHA:1531,ORPHA:364559
ORPHA:1531,ORPHA:404568
ORPHA:1531,ORPHA:557492
ORPHA:1531,ORPHA:98038
ORPHA:1532,ORPHA:377789
ORPHA:1532,ORPHA:557493
ORPHA:1538,ORPHA:377789
ORPHA:1538,ORPHA:557493
ORPHA:154,ORPHA:377788
ORPHA:154,ORPHA:557493
ORPHA:1540,ORPHA:377789
ORPHA:1540,ORPHA:557493
ORPHA:1541,ORPHA:377789
ORPHA:1541,ORPHA:557493
ORPHA:1544,ORPHA:377788
ORPHA:1544,ORPHA:557493
ORPHA:1545,ORPHA:377789
ORPHA:1545,ORPHA:557493
ORPHA:1546,ORPHA:377788
ORPHA:1546,ORPHA:557493
ORPHA:1547,ORPHA:377789
ORPHA:1547,ORPHA:557493
ORPHA:1548,ORPHA:377789
ORPHA:1548,ORPHA:557493
ORPHA:1551,ORPHA:377788
ORPHA:1551,ORPHA:557493
ORPHA:1552,ORPHA:377789
ORPHA:1552,ORPHA:557493
ORPHA:1553,ORPHA:377789
ORPHA:1553,ORPHA:557493
ORPHA:1555,ORPHA:377789
ORPHA:1555,ORPHA:557493
ORPHA:1556,ORPHA:377789
ORPHA:1556,ORPHA:557493
ORPHA:155832,ORPHA:557492
ORPHA:155832,ORPHA:93890
ORPHA:155835,ORPHA:557492
ORPHA:155835,ORPHA:96333
ORPHA:155838,ORPHA:377791
ORPHA:155838,ORPHA:557493
ORPHA:155867,ORPHA:141229
ORPHA:155867,ORPHA:557492
ORPHA:155878,ORPHA:377791
ORPHA:155878,ORPHA:557493
ORPHA:155884,ORPHA:377791
ORPHA:155884,ORPHA:557493
ORPHA:155889,ORPHA:377791
ORPHA:155889,ORPHA:557493
ORPHA:155896,ORPHA:183583
ORPHA:155896,ORPHA:557492
ORPHA:155896,ORPHA:68329
ORPHA:155896,ORPHA:93453
ORPHA:155896,ORPHA:96333
ORPHA:155899,ORPHA:155896
ORPHA:155899,ORPHA:557492
ORPHA:156,ORPHA:377788
ORPHA:156,ORPHA:557493
ORPHA:1560,ORPHA:377788
ORPHA:1560,ORPHA:557493
ORPHA:156005,ORPHA:183557
ORPHA:156005,ORPHA:359
ORPHA:156005,ORPHA:523000
ORPHA:156005,ORPHA:557492
ORPHA:156005,ORPHA:98553
ORPHA:156077,ORPHA:410298
ORPHA:1561,ORPHA:377788
ORPHA:1561,ORPHA:557493
ORPHA:156140,ORPHA:52759
ORPHA:156140,ORPHA:557492
ORPHA:156143,ORPHA:52759
ORPHA:156143,ORPHA:557492
ORPHA:156146,ORPHA:52759
ORPHA:156146,ORPHA:557492
ORPHA:156149,ORPHA:156146
ORPHA:156149,ORPHA:557492
ORPHA:156152,ORPHA:156146
ORPHA:156152,ORPHA:264973
ORPHA:156152,ORPHA:280369
ORPHA:156152,ORPHA:557492
ORPHA:156159,ORPHA:391799
ORPHA:156159,ORPHA:557492
ORPHA:156159,ORPHA:68363
